Key,Value
rentalData.dataByPropertyType[0].averageRent,1148
rentalData.dataByPropertyType[0].medianRent,1050
rentalData.dataByPropertyType[0].minRent,750
rentalData.dataByPropertyType[0].maxRent,1975
rentalData.dataByPropertyType[0].averageRentPerSquareFoot,1.23
rentalData.dataByPropertyType[0].medianRentPerSquareFoot,1.13
rentalData.dataByPropertyType[0].minRentPerSquareFoot,1.03
rentalData.dataByPropertyType[0].maxRentPerSquareFoot,1.59
rentalData.dataByPropertyType[0].averageSquareFootage,957
rentalData.dataByPropertyType[0].medianSquareFootage,950
rentalData.dataByPropertyType[0].minSquareFootage,650
rentalData.dataByPropertyType[0].maxSquareFootage,1560
rentalData.dataByPropertyType[0].averageDaysOnMarket,17.43
rentalData.dataByPropertyType[0].medianDaysOnMarket,1
rentalData.dataByPropertyType[0].minDaysOnMarket,1
rentalData.dataByPropertyType[0].maxDaysOnMarket,80
rentalData.dataByPropertyType[0].newListings,5
rentalData.dataByPropertyType[0].totalListings,15
rentalData.dataByPropertyType[1].propertyType,Condo
rentalData.dataByPropertyType[1].averageRent,1322
rentalData.dataByPropertyType[1].medianRent,1595
rentalData.dataByPropertyType[1].minRent,775
rentalData.dataByPropertyType[1].maxRent,1595
rentalData.dataByPropertyType[1].averageRentPerSquareFoot,1.01
rentalData.dataByPropertyType[1].medianRentPerSquareFoot,1.01
rentalData.dataByPropertyType[1].minRentPerSquareFoot,1.01
rentalData.dataByPropertyType[1].maxRentPerSquareFoot,1.01
rentalData.dataByPropertyType[1].averageSquareFootage,1576
rentalData.dataByPropertyType[1].medianSquareFootage,1576
rentalData.dataByPropertyType[1].minSquareFootage,1576
rentalData.dataByPropertyType[1].maxSquareFootage,1576
rentalData.dataByPropertyType[1].averageDaysOnMarket,3.67
rentalData.dataByPropertyType[1].medianDaysOnMarket,1
rentalData.dataByPropertyType[1].minDaysOnMarket,1
rentalData.dataByPropertyType[1].maxDaysOnMarket,9
rentalData.dataByPropertyType[1].newListings,2
rentalData.dataByPropertyType[1].totalListings,3
rentalData.dataByPropertyType[2].propertyType,Manufactured
rentalData.dataByPropertyType[2].averageRent,1700
rentalData.dataByPropertyType[2].medianRent,1700
rentalData.dataByPropertyType[2].minRent,1700
rentalData.dataByPropertyType[2].maxRent,1700
rentalData.dataByPropertyType[2].averageRentPerSquareFoot,1.14
rentalData.dataByPropertyType[2].medianRentPerSquareFoot,1.14
rentalData.dataByPropertyType[2].minRentPerSquareFoot,1.14
rentalData.dataByPropertyType[2].maxRentPerSquareFoot,1.14
rentalData.dataByPropertyType[2].averageSquareFootage,1492
rentalData.dataByPropertyType[2].medianSquareFootage,1492
rentalData.dataByPropertyType[2].minSquareFootage,1492
rentalData.dataByPropertyType[2].maxSquareFootage,1492
rentalData.dataByPropertyType[2].averageDaysOnMarket,48
rentalData.dataByPropertyType[2].medianDaysOnMarket,48
rentalData.dataByPropertyType[2].minDaysOnMarket,48
rentalData.dataByPropertyType[2].maxDaysOnMarket,48
rentalData.dataByPropertyType[2].newListings,0
rentalData.dataByPropertyType[2].totalListings,1
rentalData.dataByPropertyType[3].propertyType,Single Family
rentalData.dataByPropertyType[3].averageRent,1618
rentalData.dataByPropertyType[3].medianRent,1600
rentalData.dataByPropertyType[3].minRent,875
rentalData.dataByPropertyType[3].maxRent,2700
rentalData.dataByPropertyType[3].averageRentPerSquareFoot,1.44
rentalData.dataByPropertyType[3].medianRentPerSquareFoot,1.38
rentalData.dataByPropertyType[3].minRentPerSquareFoot,0.86
rentalData.dataByPropertyType[3].maxRentPerSquareFoot,2.59
rentalData.dataByPropertyType[3].averageSquareFootage,1175
rentalData.dataByPropertyType[3].medianSquareFootage,1120
rentalData.dataByPropertyType[3].minSquareFootage,590
rentalData.dataByPropertyType[3].maxSquareFootage,2100
rentalData.dataByPropertyType[3].averageDaysOnMarket,29.38
rentalData.dataByPropertyType[3].medianDaysOnMarket,10
rentalData.dataByPropertyType[3].minDaysOnMarket,1
rentalData.dataByPropertyType[3].maxDaysOnMarket,304
rentalData.dataByPropertyType[3].newListings,9
rentalData.dataByPropertyType[3].totalListings,54
rentalData.dataByPropertyType[4].propertyType,Townhouse
rentalData.dataByPropertyType[4].averageRent,1783
rentalData.dataByPropertyType[4].medianRent,1750
rentalData.dataByPropertyType[4].minRent,1750
rentalData.dataByPropertyType[4].maxRent,1848
rentalData.dataByPropertyType[4].averageRentPerSquareFoot,1.13
rentalData.dataByPropertyType[4].medianRentPerSquareFoot,1.11
rentalData.dataByPropertyType[4].minRentPerSquareFoot,1.11
rentalData.dataByPropertyType[4].maxRentPerSquareFoot,1.14
rentalData.dataByPropertyType[4].averageSquareFootage,1598
rentalData.dataByPropertyType[4].medianSquareFootage,1580
rentalData.dataByPropertyType[4].minSquareFootage,1580
rentalData.dataByPropertyType[4].maxSquareFootage,1616
rentalData.dataByPropertyType[4].averageDaysOnMarket,1
rentalData.dataByPropertyType[4].medianDaysOnMarket,1
rentalData.dataByPropertyType[4].minDaysOnMarket,1
rentalData.dataByPropertyType[4].maxDaysOnMarket,1
rentalData.dataByPropertyType[4].newListings,2
rentalData.dataByPropertyType[4].totalListings,3
rentalData.dataByBedrooms[0].bedrooms,1
rentalData.dataByBedrooms[0].averageRent,842
rentalData.dataByBedrooms[0].medianRent,850
rentalData.dataByBedrooms[0].minRent,750
rentalData.dataByBedrooms[0].maxRent,945
rentalData.dataByBedrooms[0].averageRentPerSquareFoot,1.35
rentalData.dataByBedrooms[0].medianRentPerSquareFoot,1.3
rentalData.dataByBedrooms[0].minRentPerSquareFoot,1.06
rentalData.dataByBedrooms[0].maxRentPerSquareFoot,1.57
rentalData.dataByBedrooms[0].averageSquareFootage,679
rentalData.dataByBedrooms[0].medianSquareFootage,650
rentalData.dataByBedrooms[0].minSquareFootage,590
rentalData.dataByBedrooms[0].maxSquareFootage,800
rentalData.dataByBedrooms[0].averageDaysOnMarket,27.33
rentalData.dataByBedrooms[0].medianDaysOnMarket,9
rentalData.dataByBedrooms[0].minDaysOnMarket,1
rentalData.dataByBedrooms[0].maxDaysOnMarket,80
rentalData.dataByBedrooms[0].newListings,1
rentalData.dataByBedrooms[0].totalListings,7
rentalData.dataByBedrooms[1].bedrooms,2
rentalData.dataByBedrooms[1].averageRent,1411
rentalData.dataByBedrooms[1].medianRent,1275
rentalData.dataByBedrooms[1].minRent,875
rentalData.dataByBedrooms[1].maxRent,2700
rentalData.dataByBedrooms[1].averageRentPerSquareFoot,1.47
rentalData.dataByBedrooms[1].medianRentPerSquareFoot,1.45
rentalData.dataByBedrooms[1].minRentPerSquareFoot,0.92
rentalData.dataByBedrooms[1].maxRentPerSquareFoot,2.59
rentalData.dataByBedrooms[1].averageSquareFootage,972
rentalData.dataByBedrooms[1].medianSquareFootage,980
rentalData.dataByBedrooms[1].minSquareFootage,825
rentalData.dataByBedrooms[1].maxSquareFootage,1275
rentalData.dataByBedrooms[1].averageDaysOnMarket,26.38
rentalData.dataByBedrooms[1].medianDaysOnMarket,1
rentalData.dataByBedrooms[1].minDaysOnMarket,1
rentalData.dataByBedrooms[1].maxDaysOnMarket,304
rentalData.dataByBedrooms[1].newListings,7
rentalData.dataByBedrooms[1].totalListings,31
rentalData.dataByBedrooms[2].bedrooms,3
rentalData.dataByBedrooms[2].averageRent,1701
rentalData.dataByBedrooms[2].medianRent,1750
rentalData.dataByBedrooms[2].minRent,1150
rentalData.dataByBedrooms[2].maxRent,2395
rentalData.dataByBedrooms[2].averageRentPerSquareFoot,1.35
rentalData.dataByBedrooms[2].medianRentPerSquareFoot,1.33
rentalData.dataByBedrooms[2].minRentPerSquareFoot,1.01
rentalData.dataByBedrooms[2].maxRentPerSquareFoot,2.09
rentalData.dataByBedrooms[2].averageSquareFootage,1294
rentalData.dataByBedrooms[2].medianSquareFootage,1254
rentalData.dataByBedrooms[2].minSquareFootage,947
rentalData.dataByBedrooms[2].maxSquareFootage,1792
rentalData.dataByBedrooms[2].averageDaysOnMarket,21.56
rentalData.dataByBedrooms[2].medianDaysOnMarket,1
rentalData.dataByBedrooms[2].minDaysOnMarket,1
rentalData.dataByBedrooms[2].maxDaysOnMarket,223
rentalData.dataByBedrooms[2].newListings,9
rentalData.dataByBedrooms[2].totalListings,29
rentalData.dataByBedrooms[3].bedrooms,4
rentalData.dataByBedrooms[3].averageRent,1848
rentalData.dataByBedrooms[3].medianRent,1850
rentalData.dataByBedrooms[3].minRent,1595
rentalData.dataByBedrooms[3].maxRent,2150
rentalData.dataByBedrooms[3].averageRentPerSquareFoot,1.23
rentalData.dataByBedrooms[3].medianRentPerSquareFoot,1.23
rentalData.dataByBedrooms[3].minRentPerSquareFoot,0.86
rentalData.dataByBedrooms[3].maxRentPerSquareFoot,1.56
rentalData.dataByBedrooms[3].averageSquareFootage,1534
rentalData.dataByBedrooms[3].medianSquareFootage,1500
rentalData.dataByBedrooms[3].minSquareFootage,1213
rentalData.dataByBedrooms[3].maxSquareFootage,2100
rentalData.dataByBedrooms[3].averageDaysOnMarket,29.33
rentalData.dataByBedrooms[3].medianDaysOnMarket,17
rentalData.dataByBedrooms[3].minDaysOnMarket,1
rentalData.dataByBedrooms[3].maxDaysOnMarket,96
rentalData.dataByBedrooms[3].newListings,1
rentalData.dataByBedrooms[3].totalListings,9
rentalData.history.2024-08.date,2024-08-01T00:00:00.000Z
rentalData.history.2024-08.averageRent,1496
rentalData.history.2024-08.medianRent,1495
rentalData.history.2024-08.minRent,750
rentalData.history.2024-08.maxRent,2800
rentalData.history.2024-08.averageRentPerSquareFoot,1.33
rentalData.history.2024-08.medianRentPerSquareFoot,1.27
rentalData.history.2024-08.minRentPerSquareFoot,0.86
rentalData.history.2024-08.maxRentPerSquareFoot,2.52
rentalData.history.2024-08.averageSquareFootage,1171
rentalData.history.2024-08.medianSquareFootage,1100
rentalData.history.2024-08.minSquareFootage,650
rentalData.history.2024-08.maxSquareFootage,2100
rentalData.history.2024-08.averageDaysOnMarket,66.49
rentalData.history.2024-08.medianDaysOnMarket,16
rentalData.history.2024-08.minDaysOnMarket,1
rentalData.history.2024-08.maxDaysOnMarket,365
rentalData.history.2024-08.newListings,39
rentalData.history.2024-08.totalListings,96
rentalData.history.2024-08.dataByPropertyType[0].propertyType,Apartment
rentalData.history.2024-08.dataByPropertyType[0].averageRent,1118
rentalData.history.2024-08.dataByPropertyType[0].medianRent,1050
rentalData.history.2024-08.dataByPropertyType[0].minRent,750
rentalData.history.2024-08.dataByPropertyType[0].maxRent,1975
rentalData.history.2024-08.dataByPropertyType[0].averageRentPerSquareFoot,1.24
rentalData.history.2024-08.dataByPropertyType[0].medianRentPerSquareFoot,1.07
rentalData.history.2024-08.dataByPropertyType[0].minRentPerSquareFoot,0.98
rentalData.history.2024-08.dataByPropertyType[0].maxRentPerSquareFoot,2.16
rentalData.history.2024-08.dataByPropertyType[0].averageSquareFootage,922
rentalData.history.2024-08.dataByPropertyType[0].medianSquareFootage,950
rentalData.history.2024-08.dataByPropertyType[0].minSquareFootage,650
rentalData.history.2024-08.dataByPropertyType[0].maxSquareFootage,1560
rentalData.history.2024-08.dataByPropertyType[0].averageDaysOnMarket,63.82
rentalData.history.2024-08.dataByPropertyType[0].medianDaysOnMarket,17
rentalData.history.2024-08.dataByPropertyType[0].minDaysOnMarket,1
rentalData.history.2024-08.dataByPropertyType[0].maxDaysOnMarket,365
rentalData.history.2024-08.dataByPropertyType[0].newListings,8
rentalData.history.2024-08.dataByPropertyType[0].totalListings,23
rentalData.history.2024-08.dataByPropertyType[1].propertyType,Condo
rentalData.history.2024-08.dataByPropertyType[1].averageRent,1257
rentalData.history.2024-08.dataByPropertyType[1].medianRent,875
rentalData.history.2024-08.dataByPropertyType[1].minRent,775
rentalData.history.2024-08.dataByPropertyType[1].maxRent,1695
rentalData.history.2024-08.dataByPropertyType[1].averageRentPerSquareFoot,1.08
rentalData.history.2024-08.dataByPropertyType[1].medianRentPerSquareFoot,1.08
rentalData.history.2024-08.dataByPropertyType[1].minRentPerSquareFoot,1.06
rentalData.history.2024-08.dataByPropertyType[1].maxRentPerSquareFoot,1.1
rentalData.history.2024-08.dataByPropertyType[1].averageSquareFootage,1363
rentalData.history.2024-08.dataByPropertyType[1].medianSquareFootage,1500
rentalData.history.2024-08.dataByPropertyType[1].minSquareFootage,800
rentalData.history.2024-08.dataByPropertyType[1].maxSquareFootage,1576
rentalData.history.2024-08.dataByPropertyType[1].averageDaysOnMarket,3.83
rentalData.history.2024-08.dataByPropertyType[1].medianDaysOnMarket,1
rentalData.history.2024-08.dataByPropertyType[1].minDaysOnMarket,1
rentalData.history.2024-08.dataByPropertyType[1].maxDaysOnMarket,10
rentalData.history.2024-08.dataByPropertyType[1].newListings,3
rentalData.history.2024-08.dataByPropertyType[1].totalListings,6
rentalData.history.2024-08.dataByPropertyType[2].propertyType,Manufactured
rentalData.history.2024-08.dataByPropertyType[2].averageRent,1548
rentalData.history.2024-08.dataByPropertyType[2].medianRent,1395
rentalData.history.2024-08.dataByPropertyType[2].minRent,1395
rentalData.history.2024-08.dataByPropertyType[2].maxRent,1700
rentalData.history.2024-08.dataByPropertyType[2].averageRentPerSquareFoot,1.03
rentalData.history.2024-08.dataByPropertyType[2].medianRentPerSquareFoot,0.93
rentalData.history.2024-08.dataByPropertyType[2].minRentPerSquareFoot,0.93
rentalData.history.2024-08.dataByPropertyType[2].maxRentPerSquareFoot,1.14
rentalData.history.2024-08.dataByPropertyType[2].averageSquareFootage,1496
rentalData.history.2024-08.dataByPropertyType[2].medianSquareFootage,1492
rentalData.history.2024-08.dataByPropertyType[2].minSquareFootage,1492
rentalData.history.2024-08.dataByPropertyType[2].maxSquareFootage,1500
rentalData.history.2024-08.dataByPropertyType[2].averageDaysOnMarket,16.5
rentalData.history.2024-08.dataByPropertyType[2].medianDaysOnMarket,14
rentalData.history.2024-08.dataByPropertyType[2].minDaysOnMarket,14
rentalData.history.2024-08.dataByPropertyType[2].maxDaysOnMarket,19
rentalData.history.2024-08.dataByPropertyType[2].newListings,1
rentalData.history.2024-08.dataByPropertyType[2].totalListings,2
rentalData.history.2024-08.dataByPropertyType[3].propertyType,Single Family
rentalData.history.2024-08.dataByPropertyType[3].averageRent,1642
rentalData.history.2024-08.dataByPropertyType[3].medianRent,1600
rentalData.history.2024-08.dataByPropertyType[3].minRent,875
rentalData.history.2024-08.dataByPropertyType[3].maxRent,2800
rentalData.history.2024-08.dataByPropertyType[3].averageRentPerSquareFoot,1.42
rentalData.history.2024-08.dataByPropertyType[3].medianRentPerSquareFoot,1.33
rentalData.history.2024-08.dataByPropertyType[3].minRentPerSquareFoot,0.86
rentalData.history.2024-08.dataByPropertyType[3].maxRentPerSquareFoot,2.52
rentalData.history.2024-08.dataByPropertyType[3].averageSquareFootage,1192
rentalData.history.2024-08.dataByPropertyType[3].medianSquareFootage,1140
rentalData.history.2024-08.dataByPropertyType[3].minSquareFootage,675
rentalData.history.2024-08.dataByPropertyType[3].maxSquareFootage,2100
rentalData.history.2024-08.dataByPropertyType[3].averageDaysOnMarket,80.86
rentalData.history.2024-08.dataByPropertyType[3].medianDaysOnMarket,16
rentalData.history.2024-08.dataByPropertyType[3].minDaysOnMarket,1
rentalData.history.2024-08.dataByPropertyType[3].maxDaysOnMarket,365
rentalData.history.2024-08.dataByPropertyType[3].newListings,24
rentalData.history.2024-08.dataByPropertyType[3].totalListings,60
rentalData.history.2024-08.dataByPropertyType[4].propertyType,Townhouse
rentalData.history.2024-08.dataByPropertyType[4].averageRent,1749
rentalData.history.2024-08.dataByPropertyType[4].medianRent,1750
rentalData.history.2024-08.dataByPropertyType[4].minRent,1649
rentalData.history.2024-08.dataByPropertyType[4].maxRent,1850
rentalData.history.2024-08.dataByPropertyType[4].averageRentPerSquareFoot,1.09
rentalData.history.2024-08.dataByPropertyType[4].medianRentPerSquareFoot,1.02
rentalData.history.2024-08.dataByPropertyType[4].minRentPerSquareFoot,1.02
rentalData.history.2024-08.dataByPropertyType[4].maxRentPerSquareFoot,1.17
rentalData.history.2024-08.dataByPropertyType[4].averageSquareFootage,1607
rentalData.history.2024-08.dataByPropertyType[4].medianSquareFootage,1616
rentalData.history.2024-08.dataByPropertyType[4].minSquareFootage,1580
rentalData.history.2024-08.dataByPropertyType[4].maxSquareFootage,1616
rentalData.history.2024-08.dataByPropertyType[4].averageDaysOnMarket,12.6
rentalData.history.2024-08.dataByPropertyType[4].medianDaysOnMarket,1
rentalData.history.2024-08.dataByPropertyType[4].minDaysOnMarket,1
rentalData.history.2024-08.dataByPropertyType[4].maxDaysOnMarket,43
rentalData.history.2024-08.dataByPropertyType[4].newListings,3
rentalData.history.2024-08.dataByPropertyType[4].totalListings,5
rentalData.history.2024-08.dataByBedrooms[0].bedrooms,1
rentalData.history.2024-08.dataByBedrooms[0].averageRent,953
rentalData.history.2024-08.dataByBedrooms[0].medianRent,825
rentalData.history.2024-08.dataByBedrooms[0].minRent,750
rentalData.history.2024-08.dataByBedrooms[0].maxRent,1610
rentalData.history.2024-08.dataByBedrooms[0].averageRentPerSquareFoot,1.41
rentalData.history.2024-08.dataByBedrooms[0].medianRentPerSquareFoot,1.3
rentalData.history.2024-08.dataByBedrooms[0].minRentPerSquareFoot,1.06
rentalData.history.2024-08.dataByBedrooms[0].maxRentPerSquareFoot,2.16
rentalData.history.2024-08.dataByBedrooms[0].averageSquareFootage,732
rentalData.history.2024-08.dataByBedrooms[0].medianSquareFootage,675
rentalData.history.2024-08.dataByBedrooms[0].minSquareFootage,650
rentalData.history.2024-08.dataByBedrooms[0].maxSquareFootage,950
rentalData.history.2024-08.dataByBedrooms[0].averageDaysOnMarket,33.44
rentalData.history.2024-08.dataByBedrooms[0].medianDaysOnMarket,17
rentalData.history.2024-08.dataByBedrooms[0].minDaysOnMarket,1
rentalData.history.2024-08.dataByBedrooms[0].maxDaysOnMarket,124
rentalData.history.2024-08.dataByBedrooms[0].newListings,3
rentalData.history.2024-08.dataByBedrooms[0].totalListings,10
rentalData.history.2024-08.dataByBedrooms[1].bedrooms,2
rentalData.history.2024-08.dataByBedrooms[1].averageRent,1349
rentalData.history.2024-08.dataByBedrooms[1].medianRent,1195
rentalData.history.2024-08.dataByBedrooms[1].minRent,875
rentalData.history.2024-08.dataByBedrooms[1].maxRent,2650
rentalData.history.2024-08.dataByBedrooms[1].averageRentPerSquareFoot,1.38
rentalData.history.2024-08.dataByBedrooms[1].medianRentPerSquareFoot,1.27
rentalData.history.2024-08.dataByBedrooms[1].minRentPerSquareFoot,0.92
rentalData.history.2024-08.dataByBedrooms[1].maxRentPerSquareFoot,2.52
rentalData.history.2024-08.dataByBedrooms[1].averageSquareFootage,986
rentalData.history.2024-08.dataByBedrooms[1].medianSquareFootage,980
rentalData.history.2024-08.dataByBedrooms[1].minSquareFootage,825
rentalData.history.2024-08.dataByBedrooms[1].maxSquareFootage,1275
rentalData.history.2024-08.dataByBedrooms[1].averageDaysOnMarket,87
rentalData.history.2024-08.dataByBedrooms[1].medianDaysOnMarket,17
rentalData.history.2024-08.dataByBedrooms[1].minDaysOnMarket,1
rentalData.history.2024-08.dataByBedrooms[1].maxDaysOnMarket,365
rentalData.history.2024-08.dataByBedrooms[1].newListings,17
rentalData.history.2024-08.dataByBedrooms[1].totalListings,40
rentalData.history.2024-08.dataByBedrooms[2].bedrooms,3
rentalData.history.2024-08.dataByBedrooms[2].averageRent,1708
rentalData.history.2024-08.dataByBedrooms[2].medianRent,1695
rentalData.history.2024-08.dataByBedrooms[2].minRent,875
rentalData.history.2024-08.dataByBedrooms[2].maxRent,2800
rentalData.history.2024-08.dataByBedrooms[2].averageRentPerSquareFoot,1.3
rentalData.history.2024-08.dataByBedrooms[2].medianRentPerSquareFoot,1.2
rentalData.history.2024-08.dataByBedrooms[2].minRentPerSquareFoot,0.93
rentalData.history.2024-08.dataByBedrooms[2].maxRentPerSquareFoot,2.09
rentalData.history.2024-08.dataByBedrooms[2].averageSquareFootage,1356
rentalData.history.2024-08.dataByBedrooms[2].medianSquareFootage,1300
rentalData.history.2024-08.dataByBedrooms[2].minSquareFootage,947
rentalData.history.2024-08.dataByBedrooms[2].maxSquareFootage,1792
rentalData.history.2024-08.dataByBedrooms[2].averageDaysOnMarket,62.11
rentalData.history.2024-08.dataByBedrooms[2].medianDaysOnMarket,12
rentalData.history.2024-08.dataByBedrooms[2].minDaysOnMarket,1
rentalData.history.2024-08.dataByBedrooms[2].maxDaysOnMarket,365
rentalData.history.2024-08.dataByBedrooms[2].newListings,16
rentalData.history.2024-08.dataByBedrooms[2].totalListings,37
rentalData.history.2024-08.dataByBedrooms[3].bedrooms,4
rentalData.history.2024-08.dataByBedrooms[3].averageRent,1881
rentalData.history.2024-08.dataByBedrooms[3].medianRent,1850
rentalData.history.2024-08.dataByBedrooms[3].minRent,1795
rentalData.history.2024-08.dataByBedrooms[3].maxRent,2150
rentalData.history.2024-08.dataByBedrooms[3].averageRentPerSquareFoot,1.25
rentalData.history.2024-08.dataByBedrooms[3].medianRentPerSquareFoot,1.26
rentalData.history.2024-08.dataByBedrooms[3].minRentPerSquareFoot,0.86
rentalData.history.2024-08.dataByBedrooms[3].maxRentPerSquareFoot,1.56
rentalData.history.2024-08.dataByBedrooms[3].averageSquareFootage,1534
rentalData.history.2024-08.dataByBedrooms[3].medianSquareFootage,1500
rentalData.history.2024-08.dataByBedrooms[3].minSquareFootage,1213
rentalData.history.2024-08.dataByBedrooms[3].maxSquareFootage,2100
rentalData.history.2024-08.dataByBedrooms[3].averageDaysOnMarket,30
rentalData.history.2024-08.dataByBedrooms[3].medianDaysOnMarket,17
rentalData.history.2024-08.dataByBedrooms[3].minDaysOnMarket,1
rentalData.history.2024-08.dataByBedrooms[3].maxDaysOnMarket,96
rentalData.history.2024-08.dataByBedrooms[3].newListings,3
rentalData.history.2024-08.dataByBedrooms[3].totalListings,9
rentalData.history.2024-09.date,2024-09-01T00:00:00.000Z
rentalData.history.2024-09.averageRent,1536
rentalData.history.2024-09.medianRent,1550
rentalData.history.2024-09.minRent,750
rentalData.history.2024-09.maxRent,2800
rentalData.history.2024-09.averageRentPerSquareFoot,1.38
rentalData.history.2024-09.medianRentPerSquareFoot,1.33
rentalData.history.2024-09.minRentPerSquareFoot,0.86
rentalData.history.2024-09.maxRentPerSquareFoot,2.52
rentalData.history.2024-09.averageSquareFootage,1180
rentalData.history.2024-09.medianSquareFootage,1120
rentalData.history.2024-09.minSquareFootage,590
rentalData.history.2024-09.maxSquareFootage,2100
rentalData.history.2024-09.averageDaysOnMarket,32.03
rentalData.history.2024-09.medianDaysOnMarket,8
rentalData.history.2024-09.minDaysOnMarket,1
rentalData.history.2024-09.maxDaysOnMarket,365
rentalData.history.2024-09.newListings,33
rentalData.history.2024-09.totalListings,80
rentalData.history.2024-09.dataByPropertyType[0].propertyType,Apartment
rentalData.history.2024-09.dataByPropertyType[0].averageRent,1148
rentalData.history.2024-09.dataByPropertyType[0].medianRent,975
rentalData.history.2024-09.dataByPropertyType[0].minRent,750
rentalData.history.2024-09.dataByPropertyType[0].maxRent,1975
rentalData.history.2024-09.dataByPropertyType[0].averageRentPerSquareFoot,1.25
rentalData.history.2024-09.dataByPropertyType[0].medianRentPerSquareFoot,1.07
rentalData.history.2024-09.dataByPropertyType[0].minRentPerSquareFoot,1.03
rentalData.history.2024-09.dataByPropertyType[0].maxRentPerSquareFoot,1.59
rentalData.history.2024-09.dataByPropertyType[0].averageSquareFootage,949
rentalData.history.2024-09.dataByPropertyType[0].medianSquareFootage,850
rentalData.history.2024-09.dataByPropertyType[0].minSquareFootage,650
rentalData.history.2024-09.dataByPropertyType[0].maxSquareFootage,1560
rentalData.history.2024-09.dataByPropertyType[0].averageDaysOnMarket,18.69
rentalData.history.2024-09.dataByPropertyType[0].medianDaysOnMarket,17
rentalData.history.2024-09.dataByPropertyType[0].minDaysOnMarket,1
rentalData.history.2024-09.dataByPropertyType[0].maxDaysOnMarket,80
rentalData.history.2024-09.dataByPropertyType[0].newListings,7
rentalData.history.2024-09.dataByPropertyType[0].totalListings,14
rentalData.history.2024-09.dataByPropertyType[1].propertyType,Condo
rentalData.history.2024-09.dataByPropertyType[1].averageRent,1210
rentalData.history.2024-09.dataByPropertyType[1].medianRent,875
rentalData.history.2024-09.dataByPropertyType[1].minRent,775
rentalData.history.2024-09.dataByPropertyType[1].maxRent,1595
rentalData.history.2024-09.dataByPropertyType[1].averageRentPerSquareFoot,1.01
rentalData.history.2024-09.dataByPropertyType[1].medianRentPerSquareFoot,1.01
rentalData.history.2024-09.dataByPropertyType[1].minRentPerSquareFoot,1.01
rentalData.history.2024-09.dataByPropertyType[1].maxRentPerSquareFoot,1.01
rentalData.history.2024-09.dataByPropertyType[1].averageSquareFootage,1576
rentalData.history.2024-09.dataByPropertyType[1].medianSquareFootage,1576
rentalData.history.2024-09.dataByPropertyType[1].minSquareFootage,1576
rentalData.history.2024-09.dataByPropertyType[1].maxSquareFootage,1576
rentalData.history.2024-09.dataByPropertyType[1].averageDaysOnMarket,3
rentalData.history.2024-09.dataByPropertyType[1].medianDaysOnMarket,1
rentalData.history.2024-09.dataByPropertyType[1].minDaysOnMarket,1
rentalData.history.2024-09.dataByPropertyType[1].maxDaysOnMarket,9
rentalData.history.2024-09.dataByPropertyType[1].newListings,2
rentalData.history.2024-09.dataByPropertyType[1].totalListings,4
rentalData.history.2024-09.dataByPropertyType[2].propertyType,Manufactured
rentalData.history.2024-09.dataByPropertyType[2].averageRent,1700
rentalData.history.2024-09.dataByPropertyType[2].medianRent,1700
rentalData.history.2024-09.dataByPropertyType[2].minRent,1700
rentalData.history.2024-09.dataByPropertyType[2].maxRent,1700
rentalData.history.2024-09.dataByPropertyType[2].averageRentPerSquareFoot,1.14
rentalData.history.2024-09.dataByPropertyType[2].medianRentPerSquareFoot,1.14
rentalData.history.2024-09.dataByPropertyType[2].minRentPerSquareFoot,1.14
rentalData.history.2024-09.dataByPropertyType[2].maxRentPerSquareFoot,1.14
rentalData.history.2024-09.dataByPropertyType[2].averageSquareFootage,1492
rentalData.history.2024-09.dataByPropertyType[2].medianSquareFootage,1492
rentalData.history.2024-09.dataByPropertyType[2].minSquareFootage,1492
rentalData.history.2024-09.dataByPropertyType[2].maxSquareFootage,1492
rentalData.history.2024-09.dataByPropertyType[2].averageDaysOnMarket,48
rentalData.history.2024-09.dataByPropertyType[2].medianDaysOnMarket,48
rentalData.history.2024-09.dataByPropertyType[2].minDaysOnMarket,48
rentalData.history.2024-09.dataByPropertyType[2].maxDaysOnMarket,48
rentalData.history.2024-09.dataByPropertyType[2].newListings,0
rentalData.history.2024-09.dataByPropertyType[2].totalListings,1
rentalData.history.2024-09.dataByPropertyType[3].propertyType,Single Family
rentalData.history.2024-09.dataByPropertyType[3].averageRent,1637
rentalData.history.2024-09.dataByPropertyType[3].medianRent,1600
rentalData.history.2024-09.dataByPropertyType[3].minRent,875
rentalData.history.2024-09.dataByPropertyType[3].maxRent,2800
rentalData.history.2024-09.dataByPropertyType[3].averageRentPerSquareFoot,1.43
rentalData.history.2024-09.dataByPropertyType[3].medianRentPerSquareFoot,1.37
rentalData.history.2024-09.dataByPropertyType[3].minRentPerSquareFoot,0.86
rentalData.history.2024-09.dataByPropertyType[3].maxRentPerSquareFoot,2.52
rentalData.history.2024-09.dataByPropertyType[3].averageSquareFootage,1179
rentalData.history.2024-09.dataByPropertyType[3].medianSquareFootage,1120
rentalData.history.2024-09.dataByPropertyType[3].minSquareFootage,590
rentalData.history.2024-09.dataByPropertyType[3].maxSquareFootage,2100
rentalData.history.2024-09.dataByPropertyType[3].averageDaysOnMarket,38.81
rentalData.history.2024-09.dataByPropertyType[3].medianDaysOnMarket,10
rentalData.history.2024-09.dataByPropertyType[3].minDaysOnMarket,1
